"Country","ISO3","Specie","Breed/Most common name","Language","Description","Transboundary name","Other name","Breed classification (adaptedness)","Breed classification (geographic)","Provision Uses","Regulation and Maintenance Uses","Cultural Uses","Description Of Specific Uses","Production environment/management systems","Literature related to uses and ecosystem services","Additional information","Additional information comments","Efabis cultural role comment","Efabis cultural value","Adaptability to specific environment","Specific resistance or tolerance","Specific reproductive characteristic","Special characteristic of product","Other special qualities","Reference for special qualities","Efabis genetic features","Efabis environmental role","Efabis adaptability to marginal land","Body conformation","Coat description","Coat quality","Comb type","Skin colour","Shank and foot colour","Plumage colour","Pattern within feather","Avian classification","Egg shell colour","Color comments","Efabis main colour","Efabis skin colour","Number of horns males","Number of horns females","Horn shape size and comments","Wither height males","Wither height females","Weight males","Weight females","Other specific visible traits","Herdbook","Herdbook established","Domestication status","Taxonomic classification","Description of origin","Year of origin","Import","Location within country","Eggs per year AVG","Eggs per year MIN","Eggs per year MAX","Egg weight","Wool or hair","Wool type","Fleece weight AVG","Fleece weight MIN","Fleece weight MAX","Fibre diam","Management system","Feeding of adults","Mobility","Milk per year AVG","Milk per year MIN","Milk per year MAX","Lactation length (day) AVG","Lactation length (day) MIN","Lactation length (day) MAX","Milk yield per lactation (kg) AVG","Milk yield per lactation (kg) MIN","Milk yield per lactation (kg) MAX","Milk fat AVG (%)","Milk fat MIN (%)","Milk fat MAX (%)","Milk per day (kg)","Number of lactations","Efabis milk protein AVG","Efabis milk protein MIN","Efabis milk protein MAX","Birth weight males","Birth weight females","Age maturity males","Age maturity females","Age breeding males","Age breeding females","Age first parturition (month) AVG","Age first parturition (month) MIN","Age first parturition (month) MAX","Parturition interval (day) AVG","Parturition interval (day) MIN","Parturition interval (day) MAX","Length productive life (years)","Daily gain","Carcass weight (kg)","Dressing percentage (%)","Performance data reference","Management conditions performance measured","Comments management conditions","Additional performance parameters","Litter size AVG","Litter size MIN","Litter size MAX","Local cryo conservation status","Local Risk","Detailed local risk status","Regional Transboundary Risk (detailed)","International Transboundary Risk (detailed)","A breeding programme is implemented for the breed","Animal identification","Breeding goal defined","Performance recording","Pedigree recording","Genetic evaluation (classic approach)","Genetic evaluation including genomic information","Management of genetic variation","Artificial insemination","Breeding method applied"
"United Republic of Tanzania","TZA","Pig","Saddleback","eng.","","Saddleback","","Locally adapted","International","Draught power, General crossbreeding, Horns, Meat, Saving security, Skin/hides","Fertilizer","Research","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","imported by Missionaries; exotic","1920s","","Arusha, Kilimanjaro, Iringa, Mbeya, Rukwa and Ruvuma Regions.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Smallholder farms.","","","","","No Material","Unknown","Unknown","","Critical","No","No","No","No","","No","No","No","No",""
"Uganda","UGA","Pig","Indigenous pig","eng.","","","Nyoro","Native","Local","General crossbreeding, Interspecies crossing, Lard, Meat","","Research","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","","indigenous breed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","","Yes","Yes","Yes","No","No","No","No","No","No",""
"Uganda","UGA","Pig","Landrace","eng.","","Landrace","","Exotic","International","General crossbreeding, Interspecies crossing, Lard, Meat","","Research","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","recently introduced; exotic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","Not at Risk","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",""
"Uganda","UGA","Pig","Large White","eng.","","Large White","","Exotic","International","General crossbreeding, Interspecies crossing, Lard, Meat","","Research","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","recently introduced; exotic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","Not at Risk","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",""
"Uganda","UGA","Pig","Wessex Saddleback","eng","","Wessex Saddleback","","Exotic","International","General crossbreeding, Interspecies crossing, Lard, Meat","","Research","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domestic","Breed","recently introduced; exotic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Material","Unknown","Unknown","","Endangered","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",""
"Ukraine","UKR","Pig","Dneprovskaya porodnaya gruppa","ru.","","","Pridneprovskaya porodnaya gruppa, Dnieper","","Local","Lard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","uni coloured: black comments: spotted","","","","","","","","","","similar to Krolevets, Mirgorod And Podolian","","0","Domestic","Variety","origin from Mirgorod, Berkshire (1911) and Large White (1937-38) x local short-eared: bred group","0","","Cherkassy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Extinct","Extinct","","","","","","","","","","","",""
"Ukraine","UKR","Pig","Durok","eng.","Duroc pigs were named after Duroc name of the stallion of the owner, who bred red hogs in the county Saramoga of New York State.","Duroc","Duroc","","International","General crossbreeding, Meat","","","Used for industrial crossing, as well as for the creating of new breeds, types and lines of meat productivity.","","","2004, Durok account for 0.23% of the total pedigree pig population, with 1,185 animals.","","","","Animals have good adaptation to the conditions of different climatic zones.","","Sows have lower reproductive qualities, than dams of other breeds, especially for multiple pregnancy, but they have high maternal traits and feed offspring very well.","Chemical and physical parameters of meat and lard show their good quality. They have a lot of intramuscular fat - 3.93%, which provides high-caloric meat and good taste.","Animals are characterized by high precocity, reach the desired fattening conditions at early age, have exeptionally high growth rate, good meat qualities and effective use of feed. Pigs are characterized by calmness.","","Duroc pig breed is characterized by relatively high concentration of alleles Aave (0.570), Bb (0.382) Da (0,130), Fa (0,176). For E blood group system they have five alleles (Eaeg - 0,133; Eedg - 0,384; Eedfh - 0,315; Ebdt -0,004) and 12 genotypes. The value of the effective number of alleles and average number of phenotypes for the sum of D, E, F, G blood group systems for pigs of this breed are respectively 9.7 and 19.6. Heterozygosity for B, E, F and G loci complex - 46%.","","","","","","","","","","","","","Suit is red with different shades from dark to light.","","Animals are red colored","","","","","","326","255","Animals have a broad and deep sternum with steep bending of ribs, slightly arch-like back, strong loin. Body is compact, deep, hams are filled, feet high and strong, with good-expressed and direct setting. Head is broad, with slight curved profile in front part of it. Ears are of medium size, slightly hanging.","","","Domestic","Breed","imported; exotic. The breed is created in the north-eastern United States by crossing the red pigs, bred in New Jersey with pigs, bred in New York.","1976","The main part of breed array in Ukraine was imported from the United States in 1976. Later - from Czechoslovakia in 1983, 1984, 1985. From England - in 1991.","The area of breeding covers three southern regions of Ukraine: Zaporizhzhya, Mykolaiv, Kherson","","","","","","","","","","","Intensive","Agro-Industrial By-Products, Concentrate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800","","62","","","Suitable for breeding in different economic conditions, including mechanized farms of industrial type.","The cost of feed per 1 kg of growth - 3,6-3,7 feed (oat) units, thickness of speck above the sixth-seven chest vertebra - 19-23 mm. Age of reaching of 100 kg live weight - 184 days. Square of ""muscle cells"" (rib eye) - 38.17 sq.cm (max. 40.3 sq.cm), length of carcass - 98.9 cm (max-103.6 cm), weight of back legs - 11.92 kg (max-12, 9 kg).","","9","","No Information","At Risk","Endangered","","Not at Risk","","","","","","","","","",""
"Ukraine","UKR","Pig","Krolevetskaya porodnaya gruppa","ru.","","","Polesian Lard, Polesskaya salnaya, Krolevets","","Local","Lard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","uni coloured: black multi coloured: black, white comments: black spotted","","","","","","","","","","similar to Dnieper, Mirgorod and Podolian","","0","Domestic","Variety","origin from English breeds x local Polesian: breed group","","","northern Ukraine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Extinct","Extinct","","","","","","","","","","","",""
"Ukraine","UKR","Pig","Landras","eng.","","Landrace","","","International","General crossbreeding, Meat","","","Landrases are used in commercial crossbreeding to increase meat qualities of native breeds.","","","In 2004 Landras account for 1.13% of the total pedigree pig population, with 5807 animals.","","","","demanding to environment.","","Dams are prolific, have high productivity and good maternal quality.","Carcasses have thin layer of speck, good developed sirloin and rear 1/3 of body.","At the unsatisfied feeding and management conditions dams decreases fertilization, prolificacy, young animals lose precocity and meat qualities.","","","","","","","","","","","","","","","","white","","","","","","","310","230","The length of the body of some pigs is over 200 cm.","","","Domestic","Breed","exotic. Created in Denmark at the end of ХІХ century by reproductive crossing of local long-eared pigs with animals of Large White breed of English selection at the satisfied feed conditions.","1960","Imported from Canada in 1960, later from Sweden, United Kingdom and Russia.","Spread in 18 regions of Ukraine of different climatic zones.","","","","","","","","","","","Intensive","Agro-Industrial By-Products, Concentrate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800","","60","","","","When fattening, youngsters reach live weight 100 kg for 170-180 days, expensing 3,4-3,6 feed units for 1 kg of gain. Live weight of nest at 2 months is 170-216 kg.","","11","12","No Information","Not at Risk","Not at Risk","","Not at Risk","","","","","","","","","",""
"Ukraine","UKR","Pig","Large Black","eng.","","Large Black","","","International","Lard, Meat","","","The boars are widely used for commercial crossbreeding with sows of the Large White and other breeds.","","","","","","","well adapted to pasture keeping and withstand heat well.","","Dams of this breed are characterized by good nursing abilities, give prolific and viable litters.","","Have calm temperament.","","","","","","","","","","","","","","","Bristle is black, black-and-red, thin.","","Skin is dark","","","","","","320","220","Animals of this breed are characterized by wide and deep body with well filled hams. Head is of medium length, slightly concave profile, ears hanging on the eyes, legs short and strong. The exterior disadvantages of this breed include folding of leather, hanging of rear part, fragility of constitution.","","","Domestic","Breed","Created in the southwestern part of Great Britain in the second half of XIX century by crossing of local long-eared pigs with Neapolitan and Chinese animals.","1947","To Ukraine pigs of this breed were brought from Germany in 1947.","Pigs of this breed are bred in Donetsk, Kiev and Poltava regions. Leading breeding plant is ""Red Star"" of Konstantinovsky district, Donetsk region.","","","","","","","","","","","Intensive","Agro-Industrial By-Products, Concentrate, Grazing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","733","","","","","Not demanding to the management conditions, good adapted to the grazing.","At the state breed trial pigs of Large Black breed had average daily gains 733 g at the cost of feed per 1 kg gain 4.07 feed units, reach 100 kg live weight at 186 days. At a proper feeding Large Black pigs in 10 - 11 months can reach 210-230 kg. Mass of nest in 2 months - 160-175 kg.","","9","11","No Information","At Risk","Critical","","Endangered","","","","","","","","","",""
"Ukraine","UKR","Pig","Large White","eng.","","Large White","","","International","Meat","","","","","","There are three production types: meat, meat-and-fat and fat. The main type is the meat-and-fat or universal type. In 2004 Great White account for 86.81% of the total pedigree pig population, with 447127 animals.","","","","","","","","","","Immunogenetic profile of Great White pigs is characterized by wide range of gene frequencies of some blood groups alleles (from 0 to 1). The lowest index of gene frequencies is found on Hb, Fa, Bb systems. High level of immunogenetic similarity is fixed between different herds (r=0.69-0.96), that is evidence of intensive exchange of selection material between breeding farms.","","","","","","","","","","","","","Bristle is white.","","","","","","","","335","255","Pigs of this breed are proportionally formed with wide and deep body, line of back is straight. Type of constitution is strong or soft dense. Hams are filled satisfactorily.","","","Domestic","Breed","imported from United Kingdom. This pig breed was created in England in the 19th century. As a result of a long lasting breeding work, influence of the climate and feeding, the English Great White pig type was radically changed, and now it is actually a domestic Great white breed which exceeds the European type by many characteristics.","1900","","Are bred in all regions of Ukraine.","","","","","","","","","","","Intensive","Agro-Industrial By-Products, Concentrate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","750","","","","","","Length of boars' body is 182-190 cm, dams - 166-170.","","10","14","No Information","Not at Risk","Not at Risk","","Not at Risk","","","","","","","","","",""
"Ukraine","UKR","Pig","Mirgorod","eng.","native authohtonous breed, named after area (Mirgorodshchyna), where this breed was bred.","","Myrgorodska, Mirgorodskaya","","Local","General crossbreeding, Lard, Meat","","","Good results are done, when Mirgorodian boars are crossed with Large White dams, and dams - with boars of pork productivity direction.","","","The breed is considered to be in danger of extinction. In 2004, Mirgorod account for 1.52 % of the total pedigree pig population, with 783 animals. Hardly can be found pure-bred animals. This breed absorbed three pig breeding groups - Krolevetska, Prydniprovska and Podilska.","DNA-Material of the breed with gene frequency: RYRI+ 99,9%; RYRI++ 0,1% is stored at the Institute of pig-breeding .","","","The animals are completely adapted to the local climate.","Strong resistance to infections is reported for this breed.","The high milk production, prolificacy and the high percentage of piglets' survival is remarkable.","This breed produces high quality meat. Lard of this breed has high temperature of melting (42 degrees of Celsius), which makes this lard suitable for long storing. Meat of these pigs has high index of pH - 5.1.","This breed is well adapted to pasture feeding. Additionally the breed is known for a high gaining.","Mykytjuk, D.M. Analysis of genetic resources of animal breeding of Ukraine at the context of their conservation and sustainable use/D.M.Mykytjuk, I.V.Guzev, M.G.Porhun, Y.M.Ryasenko, S.V.Ovcharuk// Animal Breeding and Genetics: Interinstitutional thematic scientific digest. - Vol.40. - K: Agrarian Science, 2006. - P. 129-140.","Degree of homozigocity of main boars is 56.5%, main dams - 64.4. Population is marked for slight genetic differentiation. Mirgorod pigs are marked with degj/dbg, aegj/deg, degj/def alleles of E blood system.","Pigs of this breed can use pastures.","Pigs of Mirgorodian breed are undemanding to environmental conditions.","","","","","","","","","","","There can be found Black-and-Red animals or animals with white belt behind blades and at front legs.","Black-and-White with predominance of black spots.","","","","","","","310","225","Head of these pigs is of middle size, not rude, nozzle is of moderate size, ears are predominantly short, erect, sometimes inclined forward. The modern pigs of this breed are of thick meat-and-fat type, rather long, broad, with deep-breasted and strong body build. Leather is elastic, not rude, without folders. Bristle is glossy, long and thick. Legs are of moderate height, strong.","y","1940","Domestic","Breed","Composite of boars of Berkshire, Middle White, partially Large White, Large Black and Tamworth breeds and local spotted dams. Were bred under conditions of Ukrainian forest-steppe zone soft climate. In 1882 from United Kingdom imported Berkshire and Medium White, in 1911 - Large Black and Tamworth.","1940","","Central Ukraine, Poltava Region, Mirgorod District. Except this territory spread in four more regions of west and north-west regions of Ukraine.","","","","","","","","","","","","Agro-Industrial By-Products, Concentrate, Grazing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","595","","68","","","High protein feed at early age is demanded.","Higher percent of globulins in colostrum of dams makes higher survival rate of youngsters.","10","","12","No Information","At Risk","Endangered","","","","","","","","","","","",""
"Ukraine","UKR","Pig","Pietren","eng.","","Pietrain","","","International","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","At Risk","Endangered","","Not at Risk","","","","","","","","","",""
"Ukraine","UKR","Pig","Podol'skaya porodnaya gruppa","ru.","","","Podol'skaya chernopestraya, Podolian Black Pied, Podolian","","Local","Lard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","multi coloured: black, white comments: black pied","","","","","","","","","","similar to Dnieper, Krovelets And Mirgorod","","0","Domestic","Variety","breed group: origin from Berkshire, Middle White, Large White x local pigs:","0","","western Ukraine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Extinct","Extinct","","","","","","","","","","","",""
"Ukraine","UKR","Pig","Poltavian Meat","","","","Poltavska myasna, Poltavskaya Myasnaya","","Local","General crossbreeding, Meat","","","","","","It is the first native high-productive meat pig breed, which meet demands of modern consumer.","There is great demand for pigs of this breed, not only at big, but as well at small farms.","","","Adapted to different climate and food conditions.","","","Meat is tender with high protein content (20.1%) with low losses during cooking (43.6%) and braising (37.5%). The most valuable by amino acid composition is meat of pigs, slaughtered at 120 kg.","","","Level of homozygosis of herds for their estimation on 27 antigens of ten genetic systems of blood groups is high and is 61.7% (on line Asbestos - 76.3%, Effect - 71.7%), indicating rather high consolidation.","","Stress-resistant","","","","","","","","","","","uni coloured: white","","","","","","","","335","235","Pigs of this breed are long with broad and deep body, light head with small slightly floppy ears and a massive skeleton. They are well developed, with straight back and massive hams.","","","Domestic","Breed","It was created in the Institute of Pig Breeding of the UAAS during 1966 - 1993 period under methodological supervision of Professor B. V. Bankovsky by means of a complex reproductive crossbreeding. It is a composite of 2 native breeds (Large White, Mirgorod) and 5 foriegn (Landrace, Pietrain, Wessex-Saddleback, Hempshyr and Duroc).","1966-1993","","The most widely pigs of this breed are used in Poltava, Lugansk, Odessa, Sumy, Khmelnytsky and Chernivtsi regions.","","","","","","","","","","","","Agro-Industrial By-Products, Concentrate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","850","","61.5","","","","Weight of piglets of the same nest at two-month age - 185-240 kg, rate of preserved offspring till weaning - 90-95%. Young animals when fattening up reaches 100 kg live weight at 172-178 days, the cost of food is 3,2-3,5 feed (oat) units per 1 kg gain, weight of ham - 11.1 - 11.5 kg, pork fat thickness, measured at sixth-seven chest vertebra - 22-24 mm, ribber-eye - 32-35 sq. cm, length of carcass - 96 cm. At increasing of live weight up to 120 and 140 kg, meat yield decreases slowly to the level of 60-57%, but it is 5-6% higher than this index of Large White pigs.","10.5","","12","No Information","At Risk","Endangered","","","","","","","","","","","",""
"Ukraine","UKR","Pig","Red White-Belted Meat","eng.","","","Red-belt specialized line, Chervono-poyasa specializovana liniya","Native","Local","General crossbreeding, Meat","","","This line of pigs is used as a parent form in interlinear breeding and crossbreeding.","","","Using of this breed boars with dams of different breeds enhances the offspring quantity of piglets for 1 farrow on 0,2-0,55 piglets, reduces time of achieving of slaughtering condition at 15-18 days, lower cost of feed per each kilogram of gain in 0,3-0,5 food units and increases dressing percentage by 2-3%.","","","","","","","","","","Average level of homozygocity of this line herds ranged from 0.60 to 0.55. Boars have a high combinational ability in all variants of mating.","","","","","","","","","","","","","multi-coloured: red with a not wide white belt in the shoulder-blade area. When aging colour becomes darker.","","","","","","","","320","240","Pigs of specialized line are relatively large, proportionally built with well-developed meat forms, light head with small horizontally posed ears, long, wide and deep body on strong limbs. They have a strong constitution.","","","Domestic","Breed","Approbated in 1994. It was created under a methodological supervision of academician V. P. Ribalko by means of complex reproductive crossbreeding of pigs of Poltavian meat type and breeds Large White, Landras, Duroc and Hampshire.","1976-1994","","Bred in 7 regions of Ukraine.","","","","","","","","","","","","Agro-Industrial By-Products, Concentrate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","850","","62","","","Animals are unpretentious to the conditions of feeding and maintenance.","According to the six series of control experiments on fattening, youngsters reached live weight 100 kg in average for 176 days with average daily gain 846 g, 3.59 feed unit costs for 1 kg of gain and output of meat in the carcass 62.1%. Offsprings of Dithyramb 1851 and Diction 1704 reached live weight 100 kg for 172 days at average daily gain 924 g and costs 3.01 food units for 1 kg of gain. Best animal when fattening reached 100 kg live weight for 169 days at average gain 1014 g. Live weight of piglets of one nest in 2 months - 176.7 kg.","10","","","No Information","At Risk","Critical","","","","","","","","","","","",""
"Ukraine","UKR","Pig","Ukrainian","eng.","","Ukrainian","","Native","Regional","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","comments: spotted","","","","","","","","","","","","","Domestic","Variety","local population of European Short-Eared: origin of Dniepr, Mirgorod, Podolian, Ukrainian Spotted Steppe and Ukrainian White Steppe","","","extinct.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No Information","Extinct","Extinct","Unknown","","","","","","","","","","",""
